epoch,lossTrain,lossVal,accuracyTrain,accuracyVal,accuracyTest
1,1.8712513171672822,1.6359356233596802,0.302025,0.4012,0.4036
2,1.579649629330635,1.4812843709945678,0.425125,0.4624,0.4631
3,1.4687645753860474,1.4280657671928405,0.468275,0.4723,0.481
4,1.3945394819259644,1.3516278962135315,0.4957,0.5093,0.5134
5,1.3275870919942856,1.2884221420288087,0.521075,0.5319,0.5384
6,1.2786152339696883,1.2564232739448546,0.5404,0.5401,0.5524
7,1.2323259345293045,1.2308979244709015,0.5567,0.5538,0.5623
8,1.1909986270427704,1.183018092060089,0.574275,0.5702,0.582
9,1.152922916483879,1.1703710768222808,0.59015,0.574,0.5892
10,1.1213325576663018,1.1422179359912872,0.59855,0.5892,0.5974
11,1.0916030512928963,1.112347146511078,0.6111,0.5996,0.6185
12,1.0612778222322463,1.1579639877319337,0.621975,0.5904,0.5964
13,1.0368823311328887,1.092111718416214,0.6322,0.6064,0.6153
14,1.015422987473011,1.0614575480461121,0.640525,0.6226,0.6337
15,0.9893044819951058,1.0530150141239165,0.648675,0.6232,0.6385
16,0.9687173848867416,1.0493281759738922,0.656625,0.6272,0.637
17,0.948293584549427,1.0197841229915618,0.6641,0.6365,0.6443
18,0.926465967798233,1.0028515496253967,0.669875,0.6457,0.6577
19,0.9093009519875049,0.9996567217826843,0.6782,0.6465,0.66
20,0.8891509721517563,1.0338116657733918,0.68435,0.6409,0.6505
21,0.8723084514439106,0.9813268763542176,0.6912,0.6583,0.6609
22,0.8538126123905182,0.9810753011226654,0.69715,0.6545,0.6632
23,0.8362112299919129,0.9671523437023163,0.70545,0.6605,0.6646
24,0.8184150612294674,0.9512854681968689,0.70915,0.6652,0.6731
25,0.8021297260820865,0.9901061756372451,0.7161,0.6553,0.6643
26,0.783579903703928,0.9583562296390533,0.723225,0.666,0.6694
27,0.7733978537201881,0.9491487233161926,0.728475,0.6679,0.6743
28,0.7533840032160282,0.951487728881836,0.732625,0.6706,0.6742
29,0.7449369213879108,0.9528989866495132,0.73625,0.6748,0.6781
30,0.7304478210091591,0.9420211669921875,0.741975,0.6752,0.6738
31,0.7166979791283608,0.9440962094068527,0.746125,0.678,0.6821
32,0.6994660942971707,0.9360358366966247,0.752425,0.6806,0.6804
33,0.6879640181005001,0.9427349366188049,0.75715,0.6779,0.6809
34,0.6753273303061724,0.9389150386810303,0.762,0.6784,0.6763
35,0.6586104721277952,0.9346991270542144,0.766375,0.6822,0.6861
36,0.6510358730196952,0.952923879814148,0.77075,0.6831,0.6835
37,0.6394270805507898,0.929457621884346,0.773325,0.6873,0.6872
38,0.6275764260500669,0.9305674365997314,0.777125,0.6865,0.6881
39,0.6177813316732645,0.9561616829633712,0.779975,0.6824,0.6868
40,0.6063142761796713,0.9415817090749741,0.784075,0.6854,0.6917
41,0.5943656064718962,0.9733971689343452,0.790425,0.6845,0.692
42,0.5828761605799199,0.9544293807983398,0.79325,0.6801,0.6875
43,0.5705926621511579,0.9389257472276687,0.797475,0.6925,0.6918
44,0.5592328191280365,0.9505534426093102,0.8018,0.6861,0.6908
45,0.5562179148346186,0.9568617383003235,0.801825,0.6904,0.6941
46,0.5390488057285547,0.9645002768278121,0.807725,0.6895,0.6925
47,0.5305832801729441,0.9833948991298676,0.8124,0.6808,0.688
48,0.5197049498945474,0.9742725299596786,0.81395,0.6883,0.692
49,0.5128998518511653,1.003850284409523,0.8177,0.6862,0.6848
50,0.5021361410558224,1.0324272686362266,0.820125,0.6799,0.686
51,0.49089673382341864,0.9947625769853592,0.82445,0.6897,0.6904
52,0.4869105085685849,1.0032427511692048,0.823775,0.687,0.69
53,0.4758086434006691,1.0261577935934068,0.829975,0.6864,0.6874
54,0.46902145109176635,1.0444314696073531,0.83045,0.6899,0.6858
55,0.4594978839039803,1.0210579907417296,0.8369,0.6854,0.6889
56,0.44953860943764445,1.0034325936794282,0.8402,0.6914,0.6869
57,0.44263549805805086,1.0757046724081039,0.842875,0.6823,0.6791
58,0.4382424848869443,1.0176263098716736,0.84395,0.6885,0.6955
59,0.42547835846543314,1.082423424565792,0.849875,0.6797,0.6835
60,0.4202593855559826,1.0397595910310746,0.8503,0.6858,0.69
61,0.41339571056365965,1.090823072385788,0.851525,0.6854,0.6857
62,0.40201895728856324,1.078542312735319,0.8567,0.6843,0.6905
63,0.4009080761983991,1.0990956501483917,0.856275,0.6834,0.6887
64,0.3924229429230094,1.0950100130558014,0.859925,0.6811,0.682
65,0.38089378710240124,1.085713475382328,0.86515,0.6853,0.6864
66,0.3717424805045128,1.0964458821177483,0.866275,0.6869,0.6913
67,0.365313925537467,1.1247107463479042,0.86875,0.6878,0.6917
68,0.3626385488212109,1.163651470899582,0.87,0.6827,0.6848
69,0.35726256136894224,1.1801090448856353,0.87315,0.6843,0.6852
70,0.3445722020193934,1.165909153032303,0.876275,0.682,0.6836
71,0.34051603434309363,1.155344780087471,0.8789,0.6852,0.6902
72,0.33513576211556795,1.1892392107963563,0.879775,0.6834,0.691
73,0.3244673810444772,1.2399360733032228,0.88435,0.6802,0.6787
74,0.3217435160934925,1.1942011991381645,0.885225,0.6832,0.6886
75,0.31859330477640035,1.199944579911232,0.887675,0.6827,0.6813
76,0.3122654881089926,1.216308503806591,0.8899,0.6784,0.6814
77,0.30136133894249795,1.252139591383934,0.89075,0.6832,0.6877
78,0.30044360492564737,1.2620942925810814,0.8924,0.6824,0.6886
79,0.2987504242904484,1.224025496315956,0.89285,0.6796,0.6851
80,0.29073362470939756,1.2613413213551044,0.89575,0.6822,0.6819
81,0.2798241098601371,1.2550791793584823,0.898325,0.6799,0.6868
82,0.28249277727007865,1.2922295260429382,0.897675,0.6805,0.6818
83,0.27751643568389117,1.3232739941835403,0.901,0.6757,0.6818
84,0.26971894820556047,1.3837901725172996,0.902725,0.6763,0.6738
85,0.26942782044671476,1.2914598101496697,0.90255,0.6826,0.6794
86,0.2646078150115907,1.3234126205921173,0.90665,0.6798,0.6831
87,0.26216336392387746,1.3498100697994233,0.9065,0.6768,0.6737
88,0.25745616487748924,1.370344436264038,0.908025,0.6798,0.6846
89,0.2494893041998148,1.3365397280156612,0.910525,0.6797,0.6781
90,0.24650986453015358,1.3830667272806167,0.911025,0.6797,0.6816
91,0.24334250731654467,1.3674709008455277,0.9118,0.6791,0.6811
92,0.23655765750184654,1.3586774330377578,0.91675,0.6774,0.6779
93,0.23580258655454964,1.3879254770755767,0.916,0.6779,0.6738
94,0.22727105556316674,1.400835148000717,0.91845,0.6805,0.683
95,0.22498266495354474,1.4266618632793426,0.91945,0.6793,0.6757
96,0.2198791063326411,1.4435233601599933,0.920825,0.6772,0.6815
97,0.22200286668837071,1.4228215892195701,0.92155,0.6827,0.6824
98,0.21205197603157722,1.4599831585168839,0.924425,0.6795,0.6839
99,0.20992854119315743,1.4591377483189105,0.924475,0.677,0.6768
100,0.20873425886128097,1.470751807808876,0.9257,0.6743,0.6759
101,0.2073086559265852,1.471696926498413,0.9254,0.6805,0.679
102,0.2028747714038007,1.5022816774845122,0.928825,0.6782,0.6819
103,0.1997091313611716,1.48790770945549,0.929275,0.681,0.6807
104,0.19734554505888371,1.5097443866729736,0.93005,0.678,0.6788
105,0.19268823718093336,1.540473155927658,0.932275,0.6812,0.676
106,0.1919069728512317,1.5300662986755371,0.9325,0.6782,0.68
107,0.18886420682808383,1.549129376256466,0.93375,0.6761,0.6793
108,0.18626450325045735,1.6000370916485787,0.93465,0.6719,0.6739
109,0.1852898685803637,1.5670905405580997,0.93605,0.6754,0.6787
110,0.18276593228746205,1.6136338330864906,0.935875,0.6696,0.6727
111,0.1809309796347283,1.580079336476326,0.936125,0.676,0.6812
112,0.17509775345679374,1.6373295419573783,0.938175,0.6733,0.677
113,0.1792073454794474,1.5950493416190148,0.937975,0.6759,0.6762
114,0.16799119456857442,1.6124567603468896,0.941175,0.677,0.681
115,0.17237222511023284,1.586723522400856,0.938975,0.6739,0.6775
116,0.16518152560275048,1.6269903960227967,0.941175,0.675,0.6766
117,0.1655832936633844,1.649254626750946,0.943575,0.675,0.6768
118,0.16764347835350782,1.6897961058974267,0.941875,0.6697,0.6719
119,0.1642793088151142,1.6609164566874504,0.942425,0.6703,0.673
120,0.15889515127884224,1.652426957142353,0.943525,0.6788,0.6765
121,0.15497071089763195,1.706493221259117,0.94545,0.6745,0.6765
122,0.155420563207753,1.6617169833064078,0.945175,0.676,0.675
123,0.15345220674602314,1.6932777613401413,0.945725,0.6708,0.6763
124,0.1511262003148906,1.6959949898004532,0.9477,0.6734,0.677
125,0.1522854339844547,1.7218088701188565,0.946625,0.6747,0.6731
126,0.1510660692588426,1.6875481112420558,0.947125,0.6763,0.6738
127,0.14346842341627924,1.7416263795375824,0.95035,0.6663,0.672
128,0.14278667919952423,1.7436816435813904,0.95005,0.6756,0.6741
129,0.1472248612008989,1.7245500653207302,0.949625,0.6748,0.6754
130,0.14112916135527193,1.7461045599222182,0.950375,0.6736,0.6744
131,0.14089955712081864,1.796470749926567,0.951,0.6718,0.671
132,0.1408264328486286,1.7857681699872017,0.94985,0.6677,0.6709
133,0.1416717348007951,1.7938482300519942,0.950475,0.6807,0.6772
134,0.13700628839903511,1.7696745791912079,0.9523,0.677,0.6784
135,0.13442247622879222,1.7971514715433121,0.9543,0.6774,0.6755
136,0.13513397867309396,1.8197815348684787,0.953525,0.6711,0.6707
137,0.13632199157802388,1.804904143333435,0.9533,0.6744,0.677
138,0.13507288557132707,1.7646627561330794,0.9534,0.6785,0.6778
139,0.13239838947798124,1.8134071907997131,0.9553,0.6752,0.679
140,0.13281945143966004,1.8527276939868926,0.9541,0.6738,0.6681
141,0.12896019695647992,1.814211194306612,0.955825,0.6727,0.6731
142,0.1273472492565401,1.8844486648142338,0.955175,0.6745,0.6766
143,0.12637781772674062,1.8827495102584362,0.95685,0.6714,0.6735
144,0.1263149391724961,1.8640522921562195,0.9585,0.675,0.673
145,0.12575339430747554,1.880379831624031,0.955775,0.6676,0.6713
146,0.12734899496301078,1.840669739766419,0.9564,0.6741,0.6751
147,0.1267029067096766,1.8256048516929149,0.95615,0.6752,0.6753
148,0.12151774216596968,1.8922855943202972,0.957675,0.6708,0.6771
149,0.12547885089926422,1.8298287927627563,0.9566,0.6713,0.6733
150,0.12165801636716352,1.951257457280159,0.9592,0.6717,0.6717
151,0.1210142823333852,1.868793501341343,0.958375,0.672,0.6723
152,0.12065223134160041,1.9516766307711602,0.958725,0.6735,0.6719
153,0.11653577298521996,1.9394438987139613,0.95965,0.6694,0.6707
154,0.11808278696793131,1.894775733959675,0.958525,0.6666,0.668
155,0.11515394137935946,1.8791373836398124,0.959725,0.6709,0.6698
156,0.11691385535052977,1.8492272785067558,0.960075,0.673,0.6687
157,0.11205365510977572,1.9510903139591218,0.9608,0.6668,0.6696
158,0.11337120892908424,1.8964463416874409,0.962425,0.6756,0.6757
159,0.11232343636844307,1.9335813767671586,0.9615,0.6758,0.6738
160,0.11297245856912341,1.9576574452400208,0.96075,0.6732,0.6738
161,0.10929749805134488,1.8840680251926183,0.963425,0.6681,0.669
162,0.10761117872898467,1.9757169728159905,0.96335,0.6746,0.6747
163,0.11144144280110486,1.9462067187547685,0.960975,0.6761,0.6757
164,0.10919726974400691,1.9704603209316731,0.962625,0.6731,0.6667
165,0.10931119005194632,1.9114587287783622,0.96245,0.6743,0.6771
166,0.10777355325990357,2.0256596007168293,0.963075,0.6691,0.669
167,0.10467957956062164,1.9894254863381386,0.9642,0.6721,0.6734
168,0.10567941317453515,1.984718175765872,0.963275,0.668,0.6681
169,0.1107010904815048,1.963845975020528,0.962625,0.6688,0.674
170,0.10429470935501159,1.9475448416888714,0.96455,0.6688,0.6703
171,0.10497474194462411,2.003197151529789,0.965125,0.6737,0.6728
172,0.10445592843955383,2.007495527073741,0.964,0.6689,0.6674
173,0.10055593191115185,1.9881569650292397,0.96615,0.6701,0.674
174,0.09971618068064562,2.079636166369915,0.966425,0.6644,0.6651
175,0.09936390949294437,2.0387132537536323,0.96695,0.6728,0.6772
176,0.10706885928141419,1.9774417881309987,0.963525,0.6715,0.6756
177,0.10023339293310418,2.015819910287857,0.9658,0.6738,0.6722
178,0.09850665979781188,2.0353210373997688,0.965525,0.6722,0.6756
179,0.09375243935363833,2.1233737528562546,0.967475,0.6727,0.6722
180,0.10147859701816923,2.029071404230595,0.96555,0.6734,0.6711
181,0.09948548856549896,2.045519022154808,0.965475,0.6738,0.6806
182,0.09526760681215674,2.0295681846022604,0.968175,0.6672,0.6738
183,0.09778713519449811,2.072671157312393,0.966,0.6716,0.6755
184,0.10000194293416571,2.0244054720163347,0.96595,0.6718,0.6738
185,0.09415207251012325,2.04173327588439,0.967325,0.6698,0.6716
186,0.09756307028898736,2.0043564826488494,0.966525,0.6697,0.6747
187,0.0972757761400193,2.0144916300415994,0.966625,0.671,0.6733
188,0.09605935650982428,2.122765184338391,0.96825,0.6732,0.6721
189,0.0984205254437169,2.0528567319512367,0.966125,0.6717,0.6729
190,0.0943546236092574,2.0293320761322975,0.967475,0.676,0.6748
191,0.09187665882436559,2.052331009930372,0.9694,0.6725,0.6734
192,0.09392703180294484,2.1152964813470843,0.96745,0.6673,0.6758
193,0.09467554277505259,2.031102726513147,0.9682,0.672,0.6733
194,0.08871460870965384,2.097714004456997,0.970425,0.6716,0.6698
195,0.09286818823399953,2.0901347153663634,0.968225,0.6677,0.6696
196,0.08961850209743716,2.0826407317578792,0.9697,0.6666,0.6732
197,0.09223050358521287,2.0211917127132417,0.968075,0.6709,0.6697
198,0.08780378357181326,2.1004008200228212,0.97015,0.67,0.6707
199,0.08944859819667181,2.065404439222813,0.9704,0.6717,0.6703
200,0.09259870954542421,2.0738404716968537,0.9684,0.6735,0.6713
